Details of Films,,,,,,,,,,Ownership Details,,,,,,Exploitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTERNET RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Satellite TV,,,,,,,Satellite TV History,,,,,,,DTH VOD,,,,,,,Terrestrial TV,,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,,AVOD,,,,,,,,,,,,,,FVOD,,,,,,
Production No,Movie Name,Cast Details,Director,Production House,Language,Release Year,YT Trailer Link,Certification,Color/B/W,Jointly Owned,Jointly Owned by,Revenue Share,Joint Buy Back date,Remarks,Actionables,Platform/License,Category,Nature Of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category, Nature Of Rights, Start Date, End Date,Territory,Holdbacks,Platform/License,Category,Nature of Rights, Start Date, End Date,Territory,Holdbacks,Platform/License,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks ,Platform - Viacom 18,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Prime Videos,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hotstar,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hoichoi,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform - Hungama,Category,Nature of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks,Youtube,Category,Nature Of Rights,Start Date,End Date,Territory,Holdbacks,Platform/License,Category,Nature Of Rights,Start Date,End Date, Territory,Holdbacks
62,Obhishopto Nighty,"Paoli Dam, Indraneil Sengupta, Parambrata Chatterjee, Tanushree Chakraborty, Rahul Banerjee, Locket Chatterjee, Laboni Sarkar",Birsa Dasgupta,SVF,Bengali,14-Feb-14,https://www.youtube.com/watch?v=AqxpwT6rH7k,A,,No,,,,Unexploitable,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
62,Obhishopto Nighty (Assamese),"Paoli Dam, Indraneil Sengupta, Parambrata Chatterjee, Tanushree Chakraborty, Rahul Banerjee, Locket Chatterjee, Laboni Sarkar",Birsa Dasgupta,SVF,Assamese,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
62,Obhishopto Nighty (Hindi),"Paoli Dam, Indraneil Sengupta, Parambrata Chatterjee, Tanushree Chakraborty, Rahul Banerjee, Locket Chatterjee, Laboni Sarkar",Birsa Dasgupta,SVF,Hindi,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
62,Obhishopto Nighty (Odiya),"Paoli Dam, Indraneil Sengupta, Parambrata Chatterjee, Tanushree Chakraborty, Rahul Banerjee, Locket Chatterjee, Laboni Sarkar",Birsa Dasgupta,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
62,Obhishopto Nighty (Tamil),"Paoli Dam, Indraneil Sengupta, Parambrata Chatterjee, Tanushree Chakraborty, Rahul Banerjee, Locket Chatterjee, Laboni Sarkar",Birsa Dasgupta,SVF,Tamil,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
62,Obhishopto Nighty (Telegu),"Paoli Dam, Indraneil Sengupta, Parambrata Chatterjee, Tanushree Chakraborty, Rahul Banerjee, Locket Chatterjee, Laboni Sarkar",Birsa Dasgupta,SVF,Telegu,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
105,One,"Yash Dasgupta, Prosenjit Chatterjee, Nusrat Jahan",Birsa Das Gupta,SVF,Bengali,14-Feb-17,https://youtu.be/_gaobCu3LEw?si=6rpBghLHsjSrB0W4,U/A,,No,,,,,,STAR,Star BB,Exclusive,3-Aug-22,2-Aug-27,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,3-Aug-22,2-Aug-27,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
92,Parbo Na Ami Charte Toke,"Dev, Srabanti Chatterjee, Soham Chakraborty",Raj Chakraborty,SVF,Bengali,11-Sep-15,https://www.youtube.com/watch?v=2fKIvXAh7vg,U,,No,,,,,,STAR,Star BB,Exclusive,13-Dec-20,12-Dec-25,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,13-Dec-20,12-Dec-25,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
92,Parbo Na Ami Charte Toke  (Oriya),"Dev, Srabanti Chatterjee, Soham Chakraborty",Raj Chakraborty,SVF,Oriya,Unreleased,N/A,Uncensored,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
44,Phande Poriya Boga Kande Re,"Soham Chakraborty, Srabanti Chatterjee",Soumik Chattopadhyay,SVF,Bengali,30-Sep-11,https://www.youtube.com/watch?v=cp190hM-fO4,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
164,Pokkhirajer Dim,"Anirban Bhattacharya, Mahabrata Basu, Anumegha Banerjee, Shyamal Chakraborty",Soukarya Ghosal,"SVF ,  Jio Studios",Bengali,13-Jun-25,https://www.youtube.com/watch?v=dpqxLosiYgM,U,,Yes,Jio Studios,50-50,11-Apr-28,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,29-Aug-25,28-Aug-30,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
33,Poran Jaye Jolia Re,"Dev, Subhashree Ganguly",Ravi Kinagi,SVF,Bengali,24-Jul-09,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,7-Apr-18,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
96,Power,"Jeet, Nusrat Jahan, Sayantika Banerjee",Rajib Biswas,SVF,Bengali,14-Apr-16,https://youtu.be/6zgDn9kVg3M?si=oeMsK3Kt6kkALIzW,U/A,,No,,,,,,STAR,Star BB,Exclusive,24-Jul-21,23-Jul-26,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,24-Jul-21,23-Jul-26,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
11,Pratibad,"Prosenjit Chatterjee, Arpita Paul",Haranath Chakraborty,SVF- Prop,Bengali,13-Apr-01,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
35,Prem Amaar,"Soham Chakraborty, Payel Sarkar",Raj Chakraborty,SVF,Bengali,9-Oct-09,https://www.youtube.com/watch?v=5IZ3so26vVc ,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,7-Apr-18,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
144,Prem Tame,"Kankana Chakraborty, Susmita Chatterjee, Sweta Mishra, Soumya Mukherjee",Anindya Chatterjee,SVF,Bengali,12-Feb-21,https://www.youtube.com/watch?v=-copPhSNdU4&t=69s,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Prime Channel,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
28,Premer Kahini,"Dev, Koel Mallick, Ranjit Mallick, Jisshu Sengupta, Mousami Saha, Kalyani Mondal",Ravi Kinagi,SVF- Prop,Bengali,11-Apr-08,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
18,Premi,"Jeet, Jisshu Sengupta, Chandana Sharma",Ravi Kinagi,SVF- Prop,Bengali,25-Jun-04,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,7-Apr-18,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
121,Prof. Shonku O El Dorado,"Sundar Chatterjee, Subhashis Mukherjee",Sandip Ray,SVF,Bengali,20-Dec-19,https://www.youtube.com/watch?v=DpVE8cvq_ik,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,10-Apr-25,9-Apr-31,World,,Star,Star BB,Exclusive,10-Apr-20,9-Apr-25,World,2‑month holdback from first telecast,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,10-Apr-25,9-Apr-31,World,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,10-Apr-20,9-Apr-25,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
73,Proloy,"Parambrata Chatterjee, Mimi Chakraborty, Paran Bondyopadhyay, Saswata Chatterjee, Rudranil Ghosh",Raj Chakraborty,SVF,Bengali,9-Aug-13,https://www.youtube.com/watch?v=PtWnNS23QNg&t=11s,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
27,"Pyar Jab Kehu Se Hui Jala
(Sathi Remake)","Jeet, Divya Desai",Omar Khan,SVF- Prop,Bhojpuri,15-Aug-08,https://www.youtube.com/watch?v=Wuz4JR3l03Y&ab_channel=SVF,U,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,Non-Exclusive,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
175,Raghu Dakat,"Dev, Idhika Paul, Anirban Bhattacharya",Dhrubo Bannerjee,SVF,Bengali,25-Sep-25,https://www.youtube.com/watch?v=_8k8b6EDq6I ,UA,,No,,,,,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,TBD,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,
16,Raincoat,"Aishwarya Rai Bachchan, Ajay Devgn",Rituparno Ghosh,SVF- Prop,Hindi,24-Dec-04,N/A,U,,No,,,,"STAR holdback (Terrestrial TV, From 28.02.2019 to 27.02.2029), STAR Holdback ( TVOD, From 28.02.2019 to 27.02.2029)",,STAR,Hindi Addendum,Exclusive,28-Feb-19,27-Feb-29,World,2‑month holdback from first telecast,N/A,N/A,N/A,N/A,N/A,N/A,,Star,Hindi Addendum,Exclusive,28-Feb-19,27-Feb-29,World,,N/A,N/A,N/A,28-Feb-19,27-Feb-29,N/A,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,28-Feb-19,27-Feb-29,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,28-Feb-19,27-Feb-29,World,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
114,Raja Rani Raji ,"Bonny Sengupta, Rittika Sen",Rajib Biswas,SVF,Bengali,23-Mar-18,https://www.youtube.com/watch?v=sLxaDn6T6hc,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,6-May-23,4-May-29,World,,Star,Star BB,Exclusive,6-May-18,5-May-23,World,,Star,"BB
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,6-May-23,4-May-29,World,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,6-May-18,5-May-23,World,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
85,Rajkahini,"Rituparna Sengupta, Parno Mittra, Jaya Ahsan, Priyanka Sarkar, Sohini Sarkar, Sudipta Chakraborty",Srijit Mukherji,SVF,Bengali,16-Oct-15,https://www.youtube.com/watch?v=ru4G6EwhK9k&t=14s,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
8,Ranakshetra,"Ranjit Mallick, Prosenjit Chatterjee, Dipankar Dey, Satabdi Roy",Haranath Chakraborty,SVF- Prop,Bengali,25-Sep-98,N/A,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
24,Refugee,"Rambha, Prosenjit Chatterjee",Haranath Chakraborty,SVF- Prop,Bengali,7-Nov-06,N/A,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Open,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
82,Roga Howar Sahoj Upay,"Parambrata Chatterjee, Raima Sen, Riya Sen",Debaloy Bhattacharya,SVF,Bengali,26-Jul-15,https://www.youtube.com/watch?v=CyCeMCp6SuI,U/A,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,N/A,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
47,Romeo,"Dev, Subhashree Ganguly, Laboni Sarkar, Sabyasachi Chakraborty",Sujit Mondal,SVF,Bengali,4-Nov-11,https://www.youtube.com/watch?v=Ip_T7qsjw3c&ab_channel=SVF,U,,No,,,,,,VIACOM,Viacom Library,Exclusive,1-Apr-23,31-Mar-29,World,,Star,Star Library,Exclusive,14-Dec-17,31-Mar-23,World,,Star,"LIBRARY
(DTH Addendum)",Exclusive,18-Jan-22,17-Jan-24,World,,Open,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,shared-Exclusive,1-Apr-23,31-Mar-29,World,,No,N/A,N/A,N/A,N/A,N/A,,No,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Non-Exclusive,1-Apr-20,TBD,World,,No,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,,Open,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,,Open,,,,,,Yes
